No,Arab,Buckwalter,Awalan,Akhiran,Pola,Root,Wazan,Dhomir,Fiil,Pola Wazan,Keterangan
612,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
613,ٱذْكُرُوا@,{*okuruwA@,,وا@,|*kr|wA@,{ou,null,null,null,au,tidak passive
614,يُذْكَرُ,yu*okaru,,,|uoa|,y*k,null,null,null,au,passive
615,يَنصُرَ,yanSura,يَ,,ya|null|,null,null,null,null,au,tidak passive
616,قُتِلُ,qutilu,,,|uiu|,qtl,null,null,null,au,passive
617,يَنصُرَ,yanSura,يَ,,ya|null|,null,null,null,null,au,tidak passive
618,تُرْجَعُ,turojaEu,,,|uoa|,trj,null,null,null,au,passive
619,ٱسْجُدُوا@,{sojuduwA@,,وا@,|sjd|wA@,{ou,null,null,null,au,tidak passive
620,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
621,ٱفْعَلُوا@,{foEaluwA@,,وا@,|fEl|wA@,{oa,null,null,null,au,tidak passive
622,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
623,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
624,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
625,تُبْعَثُونَ,tuboEavuwna,,ونَ,|uoa|wna,tbE,null,null,null,au,passive
626,تُحْمَلُونَ,tuHomaluwna,,ونَ,|uoa|wna,tHm,null,null,null,au,passive
627,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
628,ٱنصُرْ,{nSuro,,,|nuo|,{Sr,null,null,null,au,tidak passive
629,ٱصْنَعِ,{SonaEi,,,|SnE|,{oa,null,null,null,au,tidak passive
630,ٱسْلُكْ,{soluko,,,|slk|,{ou,null,null,null,au,tidak passive
631,ظَلَمُ,Zalamu,,,|aau|,Zlm,null,null,null,au,passive
632,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
633,ٱنصُرْ,{nSuro,,,|nuo|,{Sr,null,null,null,au,tidak passive
634,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
635,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
636,ٱعْمَلُوا@,{EomaluwA@,,وا@,|Eml|wA@,{oa,null,null,null,au,tidak passive
637,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
638,تُنصَرُونَ,tunSaruwna,,ونَ,|uSr|wna,tna,null,null,null,au,passive
639,تَنكِصُونَ,tankiSuwna,تَ,ونَ,ta|null|wna,null,null,null,null,au,tidak passive
640,تُحْشَرُونَ,tuHo$aruwna,,ونَ,|uoa|wna,tH$,null,null,null,au,passive
641,تُسْحَرُونَ,tusoHaruwna,,ونَ,|uoa|wna,tsH,null,null,null,au,passive
642,ٱدْفَعْ,{dofaEo,,,|dfE|,{oa,null,null,null,au,tidak passive
643,ٱرْجِعُ,{rojiEu,,,|rjE|,{oi,null,null,null,au,tidak passive
644,يُبْعَثُونَ,yuboEavuwna,,ونَ,|uoa|wna,ybE,null,null,null,au,passive
645,خَسِرُ,xasiru,,,|aiu|,xsr,null,null,null,au,passive
646,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
647,صَبَرُ,Sabaru,,,|aau|,Sbr,null,null,null,au,passive
648,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
649,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
650,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
651,فَرَضْ,faraDo,,,|aao|,frD,null,null,null,au,passive
652,تَشْهَدَ,ta$ohada,تَ,,ta|oaa|,$hd,null,null,null,au,passive
653,سَمِعْ,samiEo,,,|aio|,smE,null,null,null,au,passive
654,سَمِعْ,samiEo,,,|aio|,smE,null,null,null,au,passive
655,ٱرْجِعُوا@,{rojiEuwA@,,وا@,|rjE|wA@,{oi,null,null,null,au,tidak passive
656,ٱرْجِعُوا@,{rojiEuwA@,,وا@,|rjE|wA@,{oi,null,null,null,au,tidak passive
657,يُعْلَمَ,yuEolama,,,|uoa|,yEl,null,null,null,au,passive
658,تُرْفَعَ,turofaEa,,,|uoa|,trf,null,null,null,au,passive
659,يُذْكَرَ,yu*okara,,,|uoa|,y*k,null,null,null,au,passive
660,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
661,يَجْعَلِ,yajoEali,يَ,,ya|oai|,jEl,null,null,null,au,passive
662,تَحْسَبَ,taHosaba,تَ,,ta|oaa|,Hsb,null,null,null,au,passive
663,دَخَلْ,daxalo,,,|aao|,dxl,null,null,null,au,passive
664,يُرْجَعُونَ,yurojaEuwna,,ونَ,|uoa|wna,yrj,null,null,null,au,passive
665,يُخْلَقُونَ,yuxolaquwna,,ونَ,|uoa|wna,yxl,null,null,null,au,passive
666,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
667,يَجْعَل,yajoEal,يَ,,ya|null|,null,null,null,null,au,tidak passive
668,يَظْلِم,yaZolim,يَ,,ya|null|,null,null,null,null,au,tidak passive
669,قَدِمْ,qadimo,,,|aio|,qdm,null,null,null,au,passive
670,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
671,يُحْشَرُونَ,yuHo$aruwna,,ونَ,|uoa|wna,yH$,null,null,null,au,passive
672,ٱذْهَبَ,{*ohaba,,,|*hb|,{oa,null,null,null,au,tidak passive
673,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
674,قَبَضْ,qabaDo,,,|aao|,qbD,null,null,null,au,passive
675,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
676,ٱسْجُدُوا@,{sojuduwA@,,وا@,|sjd|wA@,{ou,null,null,null,au,tidak passive
677,ٱصْرِفْ,{Sorifo,,,|Srf|,{oi,null,null,null,au,tidak passive
678,ٱجْعَلْنَا,{joEalonaA,,نَا,|jEl|naA,{oa,null,null,null,au,tidak passive
679,ٱذْهَبَا,{*ohabaA,,ا,|*hb|A,{oa,null,null,null,au,tidak passive
680,أَجْعَلَ,>ajoEala,أَ,,>a|oaa|,jEl,null,null,null,au,passive
681,ٱبْعَثْ,{boEavo,,,|bEv|,{oa,null,null,null,au,tidak passive
682,ٱضْرِب,{Dorib,,,|Drb|,{oi,null,null,null,au,tidak passive
683,ٱجْعَل,{joEal,,,|jEl|,{oa,null,null,null,au,tidak passive
684,ٱجْعَلْ,{joEalo,,,|jEl|,{oa,null,null,null,au,tidak passive
685,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
686,يُبْعَثُونَ,yuboEavuwna,,ونَ,|uoa|wna,ybE,null,null,null,au,passive
687,ٱفْتَحْ,{fotaHo,,,|ftH|,{oa,null,null,null,au,tidak passive
688,بَطَشْ,baTa$o,,,|aao|,bT$,null,null,null,au,passive
689,تُتْرَكُونَ,tutorakuwna,,ونَ,|uoa|wna,ttr,null,null,null,au,passive
690,عَقَرُ,Eaqaru,,,|aau|,Eqr,null,null,null,au,passive
691,سَلَكْ,salako,,,|aao|,slk,null,null,null,au,passive
692,ظَلَمُ,Zalamu,,,|aau|,Zlm,null,null,null,au,passive
693,ٱدْخُلُوا@,{doxuluwA@,,وا@,|dxl|wA@,{ou,null,null,null,au,tidak passive
694,أَشْكُرَ,>a$okura,أَ,,>a|oua|,$kr,null,null,null,au,passive
695,أَعْمَلَ,>aEomala,أَ,,>a|oaa|,Eml,null,null,null,au,passive
696,أَا@ذْبَحَ,>aA@*obaHa,أَ,,>a|@oa|,A*b,null,null,null,au,passive
697,ٱذْهَب,{*ohab,,,|*hb|,{oa,null,null,null,au,tidak passive
698,جَعَلُ,jaEalu,,,|aau|,jEl,null,null,null,au,passive
699,ٱرْجِعْ,{rojiEo,,,|rjE|,{oi,null,null,null,au,tidak passive
700,ٱدْخُلِ,{doxuli,,,|dxl|,{ou,null,null,null,au,tidak passive
701,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
702,تُفْتَنُونَ,tufotanuwna,,ونَ,|uoa|wna,tft,null,null,null,au,passive
703,ظَلَمُ,Zalamu,,,|aau|,Zlm,null,null,null,au,passive
704,يُبْعَثُونَ,yuboEavuwna,,ونَ,|uoa|wna,ybE,null,null,null,au,passive
705,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
706,يُنفَخُ,yunfaxu,,,|ufx|,yna,null,null,null,au,passive
707,أَعْبُدَ,>aEobuda,أَ,,>a|oua|,Ebd,null,null,null,au,passive
708,نَجْعَلَ,najoEala,نَ,,na|oaa|,jEl,null,null,null,au,passive
709,نَجْعَلَ,najoEala,نَ,,na|oaa|,jEl,null,null,null,au,passive
710,يَنفَعَ,yanfaEa,يَ,,ya|null|,null,null,null,null,au,tidak passive
711,رَدَدْ,radado,,,|aao|,rdd,null,null,null,au,passive
712,تَعْلَمَ,taEolama,تَ,,ta|oaa|,Elm,null,null,null,au,passive
713,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
714,تَقْتُلَ,taqotula,تَ,,ta|oua|,qtl,null,null,null,au,passive
715,ٱخْرُجْ,{xorujo,,,|xrj|,{ou,null,null,null,au,tidak passive
716,ٱمْكُثُ,{mokuvu,,,|mkv|,{ou,null,null,null,au,tidak passive
717,ٱسْلُكْ,{soluko,,,|slk|,{ou,null,null,null,au,tidak passive
718,ٱجْعَل,{joEal,,,|jEl|,{oa,null,null,null,au,tidak passive
719,يُرْجَعُونَ,yurojaEuwna,,ونَ,|uoa|wna,yrj,null,null,null,au,passive
720,نَبَذْ,naba*o,,,|aao|,nb*,null,null,null,au,passive
721,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
722,يُنصَرُونَ,yunSaruwna,,ونَ,|uSr|wna,yna,null,null,null,au,passive
723,ٱعْلَمْ,{Eolamo,,,|Elm|,{oa,null,null,null,au,tidak passive
724,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
725,تُسْكَن,tusokan,,,|uoa|,tsk,null,null,null,au,passive
726,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
727,عَلِمُ,Ealimu,,,|aiu|,Elm,null,null,null,au,passive
728,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
729,يُتْرَكُ,yutoraku,,,|uoa|,ytr,null,null,null,au,passive
730,يُفْتَنُونَ,yufotanuwna,,ونَ,|uoa|wna,yft,null,null,null,au,passive
731,نَحْمِلْ,naHomilo,نَ,,na|oio|,Hml,null,null,null,au,passive
732,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
733,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
734,ٱعْبُدُ,{Eobudu,,,|Ebd|,{ou,null,null,null,au,tidak passive
735,ٱشْكُرُوا@,{$okuruwA@,,وا@,|$kr|wA@,{ou,null,null,null,au,tidak passive
736,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
737,ٱقْتُلُ,{qotulu,,,|qtl|,{ou,null,null,null,au,tidak passive
738,ٱنصُرْ,{nSuro,,,|nuo|,{Sr,null,null,null,au,tidak passive
739,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
740,ٱعْبُدُ,{Eobudu,,,|Ebd|,{ou,null,null,null,au,tidak passive
741,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
742,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
743,غُلِبَتِ,gulibati,,تِ,|uia|ti,glb,null,null,null,au,passive
744,عَمَرُ,Eamaru,,,|aau|,Emr,null,null,null,au,passive
745,عَمَرُ,Eamaru,,,|aau|,Emr,null,null,null,au,passive
746,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
747,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
748,ظَلَمُ,Zalamu,,,|aau|,Zlm,null,null,null,au,passive
749,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
750,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
751,ٱشْكُرْ,{$okuro,,,|$kr|,{ou,null,null,null,au,tidak passive
752,ٱشْكُرْ,{$okuro,,,|$kr|,{ou,null,null,null,au,tidak passive
753,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
754,عَمِلُ,Eamilu,,,|aiu|,Eml,null,null,null,au,passive
755,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
756,ٱرْجِعْنَا,{rojiEonaA,,نَا,|rjE|naA,{oi,null,null,null,au,tidak passive
757,نَعْمَلْ,naEomalo,نَ,,na|oao|,Eml,null,null,null,au,passive
758,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
759,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
760,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
761,ٱذْكُرُوا@,{*okuruwA@,,وا@,|*kr|wA@,{ou,null,null,null,au,tidak passive
762,بَلَغَتِ,balagati,,تِ,|aaa|ti,blg,null,null,null,au,passive
763,ٱرْجِعُوا@,{rojiEuwA@,,وا@,|rjE|wA@,{oi,null,null,null,au,tidak passive
764,يَنفَعَ,yanfaEa,يَ,,ya|null|,null,null,null,null,au,tidak passive
765,سَلَقُ,salaqu,,,|aau|,slq,null,null,null,au,passive
766,ٱذْكُرْنَ,{*okurona,,نَ,|*kr|na,{ou,null,null,null,au,tidak passive
767,ٱذْكُرُوا@,{*okuruwA@,,وا@,|*kr|wA@,{ou,null,null,null,au,tidak passive
768,نَكَحْ,nakaHo,,,|aao|,nkH,null,null,null,au,passive
769,ٱدْخُلُوا@,{doxuluwA@,,وا@,|dxl|wA@,{ou,null,null,null,au,tidak passive
770,تَنكِحُ,tankiHu,تَ,,ta|null|,null,null,null,null,au,tidak passive
771,يُعْرَفْنَ,yuEorafona,,نَ,|uoa|na,yEr,null,null,null,au,passive
772,ثُقِفُ,vuqifu,,,|uiu|,vqf,null,null,null,au,passive
773,ٱلْعَنْ,{loEano,,,|lEn|,{oa,null,null,null,au,tidak passive
774,نَخْسِفْ,naxosifo,نَ,,na|oio|,xsf,null,null,null,au,passive
775,ٱعْمَلْ,{Eomalo,,,|Eml|,{oa,null,null,null,au,tidak passive
776,ٱعْمَلُوا@,{EomaluwA@,,وا@,|Eml|wA@,{oa,null,null,null,au,tidak passive
777,ٱعْمَلُ,{Eomalu,,,|Eml|,{oa,null,null,null,au,tidak passive
778,ٱشْكُرُوا@,{$okuruwA@,,وا@,|$kr|wA@,{ou,null,null,null,au,tidak passive
779,ظَلَمُ,Zalamu,,,|aau|,Zlm,null,null,null,au,passive
780,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
781,نَعْلَمَ,naEolama,نَ,,na|oaa|,Elm,null,null,null,au,passive
782,زَعَمْ,zaEamo,,,|aao|,zEm,null,null,null,au,passive
783,تَنفَعُ,tanfaEu,تَ,,ta|null|,null,null,null,null,au,tidak passive
784,صَدَدْ,Sadado,,,|aao|,Sdd,null,null,null,au,passive
785,نَجْعَلَ,najoEala,نَ,,na|oaa|,jEl,null,null,null,au,passive
786,يَفْتَحِ,yafotaHi,يَ,,ya|oai|,ftH,null,null,null,au,passive
787,ٱذْكُرُوا@,{*okuruwA@,,وا@,|*kr|wA@,{ou,null,null,null,au,tidak passive
788,تُرْجَعُ,turojaEu,,,|uoa|,trj,null,null,null,au,passive
789,يُحْمَلْ,yuHomalo,,,|uoa|,yHm,null,null,null,au,passive
790,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
791,نَعْمَلْ,naEomalo,نَ,,na|oao|,Eml,null,null,null,au,passive
792,ٱضْرِبْ,{Doribo,,,|Drb|,{oi,null,null,null,au,tidak passive
793,نَرْجُمَ,narojuma,نَ,,na|oua|,rjm,null,null,null,au,passive
794,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
795,ٱسْمَعُ,{somaEu,,,|smE|,{oa,null,null,null,au,tidak passive
796,ٱدْخُلِ,{doxuli,,,|dxl|,{ou,null,null,null,au,tidak passive
797,بَعَثَنَا,baEavanaA,,نَا,|aaa|naA,bEv,null,null,null,au,passive
798,تُظْلَمُ,tuZolamu,,,|uoa|,tZl,null,null,null,au,passive
799,أَعْهَدْ,>aEohado,أَ,,>a|oao|,Ehd,null,null,null,au,passive
800,ٱعْبُدُ,{Eobudu,,,|Ebd|,{ou,null,null,null,au,tidak passive
801,مَسَخْ,masaxo,,,|aao|,msx,null,null,null,au,passive
802,يُنصَرُونَ,yunSaruwna,,ونَ,|uSr|wna,yna,null,null,null,au,passive
803,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
804,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
805,يُقْذَفُونَ,yuqo*afuwna,,ونَ,|uoa|wna,yq*,null,null,null,au,passive
806,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
807,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
808,ٱحْشُرُوا@,{Ho$uruwA@,,وا@,|H$r|wA@,{ou,null,null,null,au,tidak passive
809,يَعْمَلِ,yaEomali,يَ,,ya|oai|,Eml,null,null,null,au,passive
810,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
811,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
812,تَرَكْنَا,tarakonaA,تَ,نَا,ta|null|naA,null,null,null,null,au,tidak passive
813,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
814,ٱفْعَلْ,{foEalo,,,|fEl|,{oa,null,null,null,au,tidak passive
815,تَرَكْنَا,tarakonaA,تَ,نَا,ta|null|naA,null,null,null,null,au,tidak passive
816,نَصَرْ,naSaro,,,|aao|,nSr,null,null,null,au,passive
817,تَرَكْنَا,tarakonaA,تَ,نَا,ta|null|naA,null,null,null,null,au,tidak passive
818,تَرَكْنَا,tarakonaA,تَ,نَا,ta|null|naA,null,null,null,null,au,tidak passive
819,يُبْعَثُونَ,yuboEavuwna,,ونَ,|uoa|wna,ybE,null,null,null,au,passive
820,نَبَذْ,naba*o,,,|aao|,nb*,null,null,null,au,passive
821,عَلِمَتِ,Ealimati,,تِ,|aia|ti,Elm,null,null,null,au,passive
822,عَجِبُ,Eajibu,,,|aiu|,Ejb,null,null,null,au,passive
823,ٱصْبِرُوا@,{SobiruwA@,,وا@,|Sbr|wA@,{oi,null,null,null,au,tidak passive
824,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
825,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
826,"دَاوُ,"daAwu,,,|dAu|,"aw,null,null,null,au,passive
827,ٱحْكُم,{Hokum,,,|Hkm|,{ou,null,null,null,au,tidak passive
828,"دَاوُ,"daAwu,,,|dAu|,"aw,null,null,null,au,passive
829,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
830,ٱحْكُم,{Hokum,,,|Hkm|,{ou,null,null,null,au,tidak passive
831,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
832,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
833,ٱمْنُنْ,{monuno,,,|mnn|,{ou,null,null,null,au,tidak passive
834,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
835,ٱضْرِب,{Dorib,,,|Drb|,{oi,null,null,null,au,tidak passive
836,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
837,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
838,تَسْجُدَ,tasojuda,تَ,,ta|oua|,sjd,null,null,null,au,passive
839,ٱخْرُجْ,{xorujo,,,|xrj|,{ou,null,null,null,au,tidak passive
840,يُبْعَثُونَ,yuboEavuwna,,ونَ,|uoa|wna,ybE,null,null,null,au,passive
841,ٱعْبُدِ,{Eobudi,,,|Ebd|,{ou,null,null,null,au,tidak passive
842,تُصْرَفُونَ,tuSorafuwna,,ونَ,|uoa|wna,tSr,null,null,null,au,passive
843,أَعْبُدَ,>aEobuda,أَ,,>a|oua|,Ebd,null,null,null,au,passive
844,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
845,خَسِرُ,xasiru,,,|aiu|,xsr,null,null,null,au,passive
846,ٱعْمَلُوا@,{EomaluwA@,,وا@,|Eml|wA@,{oa,null,null,null,au,tidak passive
847,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
848,تُنصَرُونَ,tunSaruwna,,ونَ,|uSr|wna,tna,null,null,null,au,passive
849,ٱعْبُدْ,{Eobudo,,,|Ebd|,{ou,null,null,null,au,tidak passive
850,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
851,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
852,ٱدْخُلُ,{doxulu,,,|dxl|,{ou,null,null,null,au,tidak passive
853,ٱدْخُلُ,{doxulu,,,|dxl|,{ou,null,null,null,au,tidak passive
854,صَدَقَنَا,SadaqanaA,,نَا,|aaa|naA,Sdq,null,null,null,au,passive
855,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
856,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
857,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
858,ٱقْتُلُ,{qotulu,,,|qtl|,{ou,null,null,null,au,tidak passive
859,أَقْتُلْ,>aqotulo,أَ,,>a|ouo|,qtl,null,null,null,au,passive
860,يَنْصُرُنَا,yanoSurunaA,يَ,نَا,ya|ouu|naA,nSr,null,null,null,au,passive
861,يُرْزَقُونَ,yurozaquwna,,ونَ,|uoa|wna,yrz,null,null,null,au,passive
862,أَكْفُرَ,>akofura,أَ,,>a|oua|,kfr,null,null,null,au,passive
863,يُعْرَضُونَ,yuEoraDuwna,,ونَ,|uoa|wna,yEr,null,null,null,au,passive
864,نَنصُرُ,nanSuru,نَ,,na|null|,null,null,null,null,au,tidak passive
865,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
866,أَعْبُدَ,>aEobuda,أَ,,>a|oua|,Ebd,null,null,null,au,passive
867,يُصْرَفُونَ,yuSorafuwna,,ونَ,|uoa|wna,ySr,null,null,null,au,passive
868,ٱدْخُلُ,{doxulu,,,|dxl|,{ou,null,null,null,au,tidak passive
869,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
870,يُرْجَعُونَ,yurojaEuwna,,ونَ,|uoa|wna,yrj,null,null,null,au,passive
871,نَقْصُصْ,naqoSuSo,نَ,,na|ouo|,qSS,null,null,null,au,passive
872,تُحْمَلُونَ,tuHomaluwna,,ونَ,|uoa|wna,tHm,null,null,null,au,passive
873,ٱعْمَلْ,{Eomalo,,,|Eml|,{oa,null,null,null,au,tidak passive
874,يُنصَرُونَ,yunSaruwna,,ونَ,|uSr|wna,yna,null,null,null,au,passive
875,يُحْشَرُ,yuHo$aru,,,|uoa|,yH$,null,null,null,au,passive
876,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
877,نَجْعَلْ,najoEalo,نَ,,na|oao|,jEl,null,null,null,au,passive
878,ٱدْفَعْ,{dofaEo,,,|dfE|,{oa,null,null,null,au,tidak passive
879,ٱسْجُدُوا@,{sojuduwA@,,وا@,|sjd|wA@,{ou,null,null,null,au,tidak passive
880,ٱعْمَلُوا@,{EomaluwA@,,وا@,|Eml|wA@,{oa,null,null,null,au,tidak passive
881,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
882,كَفَرْ,kafaro,,,|aao|,kfr,null,null,null,au,passive
883,أَعْدِلَ,>aEodila,أَ,,>a|oia|,Edl,null,null,null,au,passive
884,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
885,يُعْرَضُونَ,yuEoraDuwna,,ونَ,|uoa|wna,yEr,null,null,null,au,passive
886,خَسِرُ,xasiru,,,|aiu|,xsr,null,null,null,au,passive
887,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
888,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
889,تُكْتَبُ,tukotabu,,,|uoa|,tkt,null,null,null,au,passive
890,عَبَدْ,Eabado,,,|aao|,Ebd,null,null,null,au,passive
891,يَنفَعَ,yanfaEa,يَ,,ya|null|,null,null,null,null,au,tidak passive
892,نَذْهَبَ,na*ohaba,نَ,,na|oaa|,*hb,null,null,null,au,passive
893,يُعْبَدُونَ,yuEobaduwna,,ونَ,|uoa|wna,yEb,null,null,null,au,passive
894,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
895,ضَرَبُ,Darabu,,,|aau|,Drb,null,null,null,au,passive
896,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
897,ٱعْبُدُ,{Eobudu,,,|Ebd|,{ou,null,null,null,au,tidak passive
898,ٱدْخُلُوا@,{doxuluwA@,,وا@,|dxl|wA@,{ou,null,null,null,au,tidak passive
899,ظَلَمْ,Zalamo,,,|aao|,Zlm,null,null,null,au,passive
900,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
901,يُفْرَقُ,yuforaqu,,,|uoa|,yfr,null,null,null,au,passive
902,ٱكْشِفْ,{ko$ifo,,,|k$f|,{oi,null,null,null,au,tidak passive
903,ٱتْرُكِ,{toruki,,,|trk|,{ou,null,null,null,au,tidak passive
904,تَرَكُوا@,tarakuwA@,تَ,وا@,ta|null|wA@,null,null,null,null,au,tidak passive
905,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
906,هُمَا^,humaA^,,,|ua^|,hmA,null,null,null,au,passive
907,يُنصَرُونَ,yunSaruwna,,ونَ,|uSr|wna,yna,null,null,null,au,passive
908,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
909,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
910,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
911,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
912,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
913,يُفْعَلُ,yufoEalu,,,|uoa|,yfE,null,null,null,au,passive
914,كَفَرْ,kafaro,,,|aao|,kfr,null,null,null,au,passive
915,سَبَقُ,sabaqu,,,|aau|,sbq,null,null,null,au,passive
916,أَشْكُرَ,>a$okura,أَ,,>a|oua|,$kr,null,null,null,au,passive
917,أَعْمَلَ,>aEomala,أَ,,>a|oaa|,Eml,null,null,null,au,passive
918,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
919,يُعْرَضُ,yuEoraDu,,,|uoa|,yEr,null,null,null,au,passive
920,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
