No,Arab,Buckwalter,Awalan,Akhiran,Pola,Root,Wazan,Dhomir,Fiil,Pola Wazan,Keterangan
609,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
610,ٱعْمَلُوا@,{EomaluwA@,,وا@,|Eml|wA@,{oa,null,null,null,au,tidak passive
611,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
612,تُنصَرُونَ,tunSaruwna,,ونَ,|uSr|wna,tna,null,null,null,au,passive
613,تَنكِصُونَ,tankiSuwna,تَ,ونَ,ta|null|wna,null,null,null,null,au,tidak passive
614,تُحْشَرُونَ,tuHo$aruwna,,ونَ,|uoa|wna,tH$,null,null,null,au,passive
615,تُسْحَرُونَ,tusoHaruwna,,ونَ,|uoa|wna,tsH,null,null,null,au,passive
616,ٱدْفَعْ,{dofaEo,,,|dfE|,{oa,null,null,null,au,tidak passive
617,ٱرْجِعُ,{rojiEu,,,|rjE|,{oi,null,null,null,au,tidak passive
618,يُبْعَثُونَ,yuboEavuwna,,ونَ,|uoa|wna,ybE,null,null,null,au,passive
619,خَسِرُ,xasiru,,,|aiu|,xsr,null,null,null,au,passive
620,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
621,صَبَرُ,Sabaru,,,|aau|,Sbr,null,null,null,au,passive
622,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
623,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
624,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
625,فَرَضْ,faraDo,,,|aao|,frD,null,null,null,au,passive
626,تَشْهَدَ,ta$ohada,تَ,,ta|oaa|,$hd,null,null,null,au,passive
627,سَمِعْ,samiEo,,,|aio|,smE,null,null,null,au,passive
628,سَمِعْ,samiEo,,,|aio|,smE,null,null,null,au,passive
629,ٱرْجِعُوا@,{rojiEuwA@,,وا@,|rjE|wA@,{oi,null,null,null,au,tidak passive
630,ٱرْجِعُوا@,{rojiEuwA@,,وا@,|rjE|wA@,{oi,null,null,null,au,tidak passive
631,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
632,يَجْعَلِ,yajoEali,يَ,,ya|oai|,jEl,null,null,null,au,passive
633,تَحْسَبَ,taHosaba,تَ,,ta|oaa|,Hsb,null,null,null,au,passive
634,دَخَلْ,daxalo,,,|aao|,dxl,null,null,null,au,passive
635,يُرْجَعُونَ,yurojaEuwna,,ونَ,|uoa|wna,yrj,null,null,null,au,passive
636,يُخْلَقُونَ,yuxolaquwna,,ونَ,|uoa|wna,yxl,null,null,null,au,passive
637,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
638,يَجْعَل,yajoEal,يَ,,ya|null|,null,null,null,null,au,tidak passive
639,يَظْلِم,yaZolim,يَ,,ya|null|,null,null,null,null,au,tidak passive
640,قَدِمْ,qadimo,,,|aio|,qdm,null,null,null,au,passive
641,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
642,يُحْشَرُونَ,yuHo$aruwna,,ونَ,|uoa|wna,yH$,null,null,null,au,passive
643,ٱذْهَبَ,{*ohaba,,,|*hb|,{oa,null,null,null,au,tidak passive
644,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
645,قَبَضْ,qabaDo,,,|aao|,qbD,null,null,null,au,passive
646,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
647,ٱسْجُدُوا@,{sojuduwA@,,وا@,|sjd|wA@,{ou,null,null,null,au,tidak passive
648,ٱصْرِفْ,{Sorifo,,,|Srf|,{oi,null,null,null,au,tidak passive
649,ٱجْعَلْنَا,{joEalonaA,,نَا,|jEl|naA,{oa,null,null,null,au,tidak passive
650,ٱذْهَبَا,{*ohabaA,,ا,|*hb|A,{oa,null,null,null,au,tidak passive
651,أَجْعَلَ,>ajoEala,أَ,,>a|oaa|,jEl,null,null,null,au,passive
652,ٱبْعَثْ,{boEavo,,,|bEv|,{oa,null,null,null,au,tidak passive
653,ٱضْرِب,{Dorib,,,|Drb|,{oi,null,null,null,au,tidak passive
654,ٱجْعَل,{joEal,,,|jEl|,{oa,null,null,null,au,tidak passive
655,ٱجْعَلْ,{joEalo,,,|jEl|,{oa,null,null,null,au,tidak passive
656,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
657,يُبْعَثُونَ,yuboEavuwna,,ونَ,|uoa|wna,ybE,null,null,null,au,passive
658,ٱفْتَحْ,{fotaHo,,,|ftH|,{oa,null,null,null,au,tidak passive
659,بَطَشْ,baTa$o,,,|aao|,bT$,null,null,null,au,passive
660,تُتْرَكُونَ,tutorakuwna,,ونَ,|uoa|wna,ttr,null,null,null,au,passive
661,عَقَرُ,Eaqaru,,,|aau|,Eqr,null,null,null,au,passive
662,سَلَكْ,salako,,,|aao|,slk,null,null,null,au,passive
663,ظَلَمُ,Zalamu,,,|aau|,Zlm,null,null,null,au,passive
664,ٱدْخُلُوا@,{doxuluwA@,,وا@,|dxl|wA@,{ou,null,null,null,au,tidak passive
665,أَشْكُرَ,>a$okura,أَ,,>a|oua|,$kr,null,null,null,au,passive
666,أَعْمَلَ,>aEomala,أَ,,>a|oaa|,Eml,null,null,null,au,passive
667,أَا@ذْبَحَ,>aA@*obaHa,أَ,,>a|@oa|,A*b,null,null,null,au,passive
668,ٱذْهَب,{*ohab,,,|*hb|,{oa,null,null,null,au,tidak passive
669,جَعَلُ,jaEalu,,,|aau|,jEl,null,null,null,au,passive
670,ٱرْجِعْ,{rojiEo,,,|rjE|,{oi,null,null,null,au,tidak passive
671,ٱدْخُلِ,{doxuli,,,|dxl|,{ou,null,null,null,au,tidak passive
672,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
673,تُفْتَنُونَ,tufotanuwna,,ونَ,|uoa|wna,tft,null,null,null,au,passive
674,ظَلَمُ,Zalamu,,,|aau|,Zlm,null,null,null,au,passive
675,يُبْعَثُونَ,yuboEavuwna,,ونَ,|uoa|wna,ybE,null,null,null,au,passive
676,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
677,أَعْبُدَ,>aEobuda,أَ,,>a|oua|,Ebd,null,null,null,au,passive
678,نَجْعَلَ,najoEala,نَ,,na|oaa|,jEl,null,null,null,au,passive
679,نَجْعَلَ,najoEala,نَ,,na|oaa|,jEl,null,null,null,au,passive
680,يَنفَعَ,yanfaEa,يَ,,ya|null|,null,null,null,null,au,tidak passive
681,رَدَدْ,radado,,,|aao|,rdd,null,null,null,au,passive
682,تَعْلَمَ,taEolama,تَ,,ta|oaa|,Elm,null,null,null,au,passive
683,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
684,تَقْتُلَ,taqotula,تَ,,ta|oua|,qtl,null,null,null,au,passive
685,ٱخْرُجْ,{xorujo,,,|xrj|,{ou,null,null,null,au,tidak passive
686,ٱمْكُثُ,{mokuvu,,,|mkv|,{ou,null,null,null,au,tidak passive
687,ٱسْلُكْ,{soluko,,,|slk|,{ou,null,null,null,au,tidak passive
688,ٱجْعَل,{joEal,,,|jEl|,{oa,null,null,null,au,tidak passive
689,يُرْجَعُونَ,yurojaEuwna,,ونَ,|uoa|wna,yrj,null,null,null,au,passive
690,نَبَذْ,naba*o,,,|aao|,nb*,null,null,null,au,passive
691,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
692,يُنصَرُونَ,yunSaruwna,,ونَ,|uSr|wna,yna,null,null,null,au,passive
693,ٱعْلَمْ,{Eolamo,,,|Elm|,{oa,null,null,null,au,tidak passive
694,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
695,تُسْكَن,tusokan,,,|uoa|,tsk,null,null,null,au,passive
696,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
697,عَلِمُ,Ealimu,,,|aiu|,Elm,null,null,null,au,passive
698,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
699,يُفْتَنُونَ,yufotanuwna,,ونَ,|uoa|wna,yft,null,null,null,au,passive
700,نَحْمِلْ,naHomilo,نَ,,na|oio|,Hml,null,null,null,au,passive
701,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
702,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
703,ٱعْبُدُ,{Eobudu,,,|Ebd|,{ou,null,null,null,au,tidak passive
704,ٱشْكُرُوا@,{$okuruwA@,,وا@,|$kr|wA@,{ou,null,null,null,au,tidak passive
705,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
706,ٱقْتُلُ,{qotulu,,,|qtl|,{ou,null,null,null,au,tidak passive
707,ٱنصُرْ,{nSuro,,,|nuo|,{Sr,null,null,null,au,tidak passive
708,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
709,ٱعْبُدُ,{Eobudu,,,|Ebd|,{ou,null,null,null,au,tidak passive
710,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
711,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
712,عَمَرُ,Eamaru,,,|aau|,Emr,null,null,null,au,passive
713,عَمَرُ,Eamaru,,,|aau|,Emr,null,null,null,au,passive
714,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
715,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
716,ظَلَمُ,Zalamu,,,|aau|,Zlm,null,null,null,au,passive
717,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
718,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
719,ٱشْكُرْ,{$okuro,,,|$kr|,{ou,null,null,null,au,tidak passive
720,ٱشْكُرْ,{$okuro,,,|$kr|,{ou,null,null,null,au,tidak passive
721,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
722,عَمِلُ,Eamilu,,,|aiu|,Eml,null,null,null,au,passive
723,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
724,ٱرْجِعْنَا,{rojiEonaA,,نَا,|rjE|naA,{oi,null,null,null,au,tidak passive
725,نَعْمَلْ,naEomalo,نَ,,na|oao|,Eml,null,null,null,au,passive
726,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
727,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
728,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
729,ٱذْكُرُوا@,{*okuruwA@,,وا@,|*kr|wA@,{ou,null,null,null,au,tidak passive
730,بَلَغَتِ,balagati,,تِ,|aaa|ti,blg,null,null,null,au,passive
731,ٱرْجِعُوا@,{rojiEuwA@,,وا@,|rjE|wA@,{oi,null,null,null,au,tidak passive
732,يَنفَعَ,yanfaEa,يَ,,ya|null|,null,null,null,null,au,tidak passive
733,سَلَقُ,salaqu,,,|aau|,slq,null,null,null,au,passive
734,ٱذْكُرْنَ,{*okurona,,نَ,|*kr|na,{ou,null,null,null,au,tidak passive
735,ٱذْكُرُوا@,{*okuruwA@,,وا@,|*kr|wA@,{ou,null,null,null,au,tidak passive
736,نَكَحْ,nakaHo,,,|aao|,nkH,null,null,null,au,passive
737,ٱدْخُلُوا@,{doxuluwA@,,وا@,|dxl|wA@,{ou,null,null,null,au,tidak passive
738,تَنكِحُ,tankiHu,تَ,,ta|null|,null,null,null,null,au,tidak passive
739,يُعْرَفْنَ,yuEorafona,,نَ,|uoa|na,yEr,null,null,null,au,passive
740,ٱلْعَنْ,{loEano,,,|lEn|,{oa,null,null,null,au,tidak passive
741,نَخْسِفْ,naxosifo,نَ,,na|oio|,xsf,null,null,null,au,passive
742,ٱعْمَلْ,{Eomalo,,,|Eml|,{oa,null,null,null,au,tidak passive
743,ٱعْمَلُوا@,{EomaluwA@,,وا@,|Eml|wA@,{oa,null,null,null,au,tidak passive
744,ٱعْمَلُ,{Eomalu,,,|Eml|,{oa,null,null,null,au,tidak passive
745,ٱشْكُرُوا@,{$okuruwA@,,وا@,|$kr|wA@,{ou,null,null,null,au,tidak passive
746,ظَلَمُ,Zalamu,,,|aau|,Zlm,null,null,null,au,passive
747,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
748,نَعْلَمَ,naEolama,نَ,,na|oaa|,Elm,null,null,null,au,passive
749,زَعَمْ,zaEamo,,,|aao|,zEm,null,null,null,au,passive
750,تَنفَعُ,tanfaEu,تَ,,ta|null|,null,null,null,null,au,tidak passive
751,صَدَدْ,Sadado,,,|aao|,Sdd,null,null,null,au,passive
752,نَجْعَلَ,najoEala,نَ,,na|oaa|,jEl,null,null,null,au,passive
753,يَفْتَحِ,yafotaHi,يَ,,ya|oai|,ftH,null,null,null,au,passive
754,ٱذْكُرُوا@,{*okuruwA@,,وا@,|*kr|wA@,{ou,null,null,null,au,tidak passive
755,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
756,نَعْمَلْ,naEomalo,نَ,,na|oao|,Eml,null,null,null,au,passive
757,ٱضْرِبْ,{Doribo,,,|Drb|,{oi,null,null,null,au,tidak passive
758,نَرْجُمَ,narojuma,نَ,,na|oua|,rjm,null,null,null,au,passive
759,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
760,ٱسْمَعُ,{somaEu,,,|smE|,{oa,null,null,null,au,tidak passive
761,ٱدْخُلِ,{doxuli,,,|dxl|,{ou,null,null,null,au,tidak passive
762,بَعَثَنَا,baEavanaA,,نَا,|aaa|naA,bEv,null,null,null,au,passive
763,أَعْهَدْ,>aEohado,أَ,,>a|oao|,Ehd,null,null,null,au,passive
764,ٱعْبُدُ,{Eobudu,,,|Ebd|,{ou,null,null,null,au,tidak passive
765,مَسَخْ,masaxo,,,|aao|,msx,null,null,null,au,passive
766,يُنصَرُونَ,yunSaruwna,,ونَ,|uSr|wna,yna,null,null,null,au,passive
767,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
768,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
769,يُقْذَفُونَ,yuqo*afuwna,,ونَ,|uoa|wna,yq*,null,null,null,au,passive
770,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
771,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
772,ٱحْشُرُوا@,{Ho$uruwA@,,وا@,|H$r|wA@,{ou,null,null,null,au,tidak passive
773,يَعْمَلِ,yaEomali,يَ,,ya|oai|,Eml,null,null,null,au,passive
774,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
775,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
776,تَرَكْنَا,tarakonaA,تَ,نَا,ta|null|naA,null,null,null,null,au,tidak passive
777,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
778,ٱفْعَلْ,{foEalo,,,|fEl|,{oa,null,null,null,au,tidak passive
779,تَرَكْنَا,tarakonaA,تَ,نَا,ta|null|naA,null,null,null,null,au,tidak passive
780,نَصَرْ,naSaro,,,|aao|,nSr,null,null,null,au,passive
781,تَرَكْنَا,tarakonaA,تَ,نَا,ta|null|naA,null,null,null,null,au,tidak passive
782,تَرَكْنَا,tarakonaA,تَ,نَا,ta|null|naA,null,null,null,null,au,tidak passive
783,يُبْعَثُونَ,yuboEavuwna,,ونَ,|uoa|wna,ybE,null,null,null,au,passive
784,نَبَذْ,naba*o,,,|aao|,nb*,null,null,null,au,passive
785,عَلِمَتِ,Ealimati,,تِ,|aia|ti,Elm,null,null,null,au,passive
786,عَجِبُ,Eajibu,,,|aiu|,Ejb,null,null,null,au,passive
787,ٱصْبِرُوا@,{SobiruwA@,,وا@,|Sbr|wA@,{oi,null,null,null,au,tidak passive
788,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
789,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
790,"دَاوُ,"daAwu,,,|dAu|,"aw,null,null,null,au,passive
791,ٱحْكُم,{Hokum,,,|Hkm|,{ou,null,null,null,au,tidak passive
792,"دَاوُ,"daAwu,,,|dAu|,"aw,null,null,null,au,passive
793,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
794,ٱحْكُم,{Hokum,,,|Hkm|,{ou,null,null,null,au,tidak passive
795,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
796,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
797,ٱمْنُنْ,{monuno,,,|mnn|,{ou,null,null,null,au,tidak passive
798,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
799,ٱضْرِب,{Dorib,,,|Drb|,{oi,null,null,null,au,tidak passive
800,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
801,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
802,تَسْجُدَ,tasojuda,تَ,,ta|oua|,sjd,null,null,null,au,passive
803,ٱخْرُجْ,{xorujo,,,|xrj|,{ou,null,null,null,au,tidak passive
804,يُبْعَثُونَ,yuboEavuwna,,ونَ,|uoa|wna,ybE,null,null,null,au,passive
805,ٱعْبُدِ,{Eobudi,,,|Ebd|,{ou,null,null,null,au,tidak passive
806,تُصْرَفُونَ,tuSorafuwna,,ونَ,|uoa|wna,tSr,null,null,null,au,passive
807,أَعْبُدَ,>aEobuda,أَ,,>a|oua|,Ebd,null,null,null,au,passive
808,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
809,خَسِرُ,xasiru,,,|aiu|,xsr,null,null,null,au,passive
810,ٱعْمَلُوا@,{EomaluwA@,,وا@,|Eml|wA@,{oa,null,null,null,au,tidak passive
811,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
812,تُنصَرُونَ,tunSaruwna,,ونَ,|uSr|wna,tna,null,null,null,au,passive
813,ٱعْبُدْ,{Eobudo,,,|Ebd|,{ou,null,null,null,au,tidak passive
814,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
815,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
816,ٱدْخُلُ,{doxulu,,,|dxl|,{ou,null,null,null,au,tidak passive
817,ٱدْخُلُ,{doxulu,,,|dxl|,{ou,null,null,null,au,tidak passive
818,صَدَقَنَا,SadaqanaA,,نَا,|aaa|naA,Sdq,null,null,null,au,passive
819,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
820,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
821,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
822,ٱقْتُلُ,{qotulu,,,|qtl|,{ou,null,null,null,au,tidak passive
823,أَقْتُلْ,>aqotulo,أَ,,>a|ouo|,qtl,null,null,null,au,passive
824,يَنْصُرُنَا,yanoSurunaA,يَ,نَا,ya|ouu|naA,nSr,null,null,null,au,passive
825,يُرْزَقُونَ,yurozaquwna,,ونَ,|uoa|wna,yrz,null,null,null,au,passive
826,أَكْفُرَ,>akofura,أَ,,>a|oua|,kfr,null,null,null,au,passive
827,يُعْرَضُونَ,yuEoraDuwna,,ونَ,|uoa|wna,yEr,null,null,null,au,passive
828,نَنصُرُ,nanSuru,نَ,,na|null|,null,null,null,null,au,tidak passive
829,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
830,أَعْبُدَ,>aEobuda,أَ,,>a|oua|,Ebd,null,null,null,au,passive
831,يُصْرَفُونَ,yuSorafuwna,,ونَ,|uoa|wna,ySr,null,null,null,au,passive
832,ٱدْخُلُ,{doxulu,,,|dxl|,{ou,null,null,null,au,tidak passive
833,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
834,يُرْجَعُونَ,yurojaEuwna,,ونَ,|uoa|wna,yrj,null,null,null,au,passive
835,نَقْصُصْ,naqoSuSo,نَ,,na|ouo|,qSS,null,null,null,au,passive
836,تُحْمَلُونَ,tuHomaluwna,,ونَ,|uoa|wna,tHm,null,null,null,au,passive
837,ٱعْمَلْ,{Eomalo,,,|Eml|,{oa,null,null,null,au,tidak passive
838,يُنصَرُونَ,yunSaruwna,,ونَ,|uSr|wna,yna,null,null,null,au,passive
839,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
840,نَجْعَلْ,najoEalo,نَ,,na|oao|,jEl,null,null,null,au,passive
841,ٱدْفَعْ,{dofaEo,,,|dfE|,{oa,null,null,null,au,tidak passive
842,ٱسْجُدُوا@,{sojuduwA@,,وا@,|sjd|wA@,{ou,null,null,null,au,tidak passive
843,ٱعْمَلُوا@,{EomaluwA@,,وا@,|Eml|wA@,{oa,null,null,null,au,tidak passive
844,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
845,كَفَرْ,kafaro,,,|aao|,kfr,null,null,null,au,passive
846,أَعْدِلَ,>aEodila,أَ,,>a|oia|,Edl,null,null,null,au,passive
847,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
848,يُعْرَضُونَ,yuEoraDuwna,,ونَ,|uoa|wna,yEr,null,null,null,au,passive
849,خَسِرُ,xasiru,,,|aiu|,xsr,null,null,null,au,passive
850,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
851,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
852,عَبَدْ,Eabado,,,|aao|,Ebd,null,null,null,au,passive
853,يَنفَعَ,yanfaEa,يَ,,ya|null|,null,null,null,null,au,tidak passive
854,نَذْهَبَ,na*ohaba,نَ,,na|oaa|,*hb,null,null,null,au,passive
855,يُعْبَدُونَ,yuEobaduwna,,ونَ,|uoa|wna,yEb,null,null,null,au,passive
856,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
857,ضَرَبُ,Darabu,,,|aau|,Drb,null,null,null,au,passive
858,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
859,ٱعْبُدُ,{Eobudu,,,|Ebd|,{ou,null,null,null,au,tidak passive
860,ٱدْخُلُوا@,{doxuluwA@,,وا@,|dxl|wA@,{ou,null,null,null,au,tidak passive
861,ظَلَمْ,Zalamo,,,|aao|,Zlm,null,null,null,au,passive
862,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
863,ٱكْشِفْ,{ko$ifo,,,|k$f|,{oi,null,null,null,au,tidak passive
864,ٱتْرُكِ,{toruki,,,|trk|,{ou,null,null,null,au,tidak passive
865,تَرَكُوا@,tarakuwA@,تَ,وا@,ta|null|wA@,null,null,null,null,au,tidak passive
866,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
867,هُمَا^,humaA^,,,|ua^|,hmA,null,null,null,au,passive
868,يُنصَرُونَ,yunSaruwna,,ونَ,|uSr|wna,yna,null,null,null,au,passive
869,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
870,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
871,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
872,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
873,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
874,كَفَرْ,kafaro,,,|aao|,kfr,null,null,null,au,passive
875,سَبَقُ,sabaqu,,,|aau|,sbq,null,null,null,au,passive
876,أَشْكُرَ,>a$okura,أَ,,>a|oua|,$kr,null,null,null,au,passive
877,أَعْمَلَ,>aEomala,أَ,,>a|oaa|,Eml,null,null,null,au,passive
878,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
879,يُعْرَضُ,yuEoraDu,,,|uoa|,yEr,null,null,null,au,passive
880,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
881,صَرَفْ,Sarafo,,,|aao|,Srf,null,null,null,au,passive
882,حَضَرُ,HaDaru,,,|aau|,HDr,null,null,null,au,passive
883,يُعْرَضُ,yuEoraDu,,,|uoa|,yEr,null,null,null,au,passive
884,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
885,تَنصُرُوا@,tanSuruwA@,تَ,وا@,ta|null|wA@,null,null,null,null,au,tidak passive
886,يَنصُرْ,yanSuro,يَ,,ya|null|,null,null,null,null,au,tidak passive
887,ٱعْلَمْ,{Eolamo,,,|Elm|,{oa,null,null,null,au,tidak passive
888,تَعْرِفَ,taEorifa,تَ,,ta|oia|,Erf,null,null,null,au,passive
889,نَعْلَمَ,naEolama,نَ,,na|oaa|,Elm,null,null,null,au,passive
890,يَنصُرَ,yanSura,يَ,,ya|null|,null,null,null,null,au,tidak passive
891,تَحْبَطَ,taHobaTa,تَ,,ta|oaa|,HbT,null,null,null,au,passive
892,تَخْرُجَ,taxoruja,تَ,,ta|oua|,xrj,null,null,null,au,passive
893,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
894,كَرِهْ,kariho,,,|aio|,krh,null,null,null,au,passive
895,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
896,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
897,يَدْخُلِ,yadoxuli,يَ,,ya|oui|,dxl,null,null,null,au,passive
898,عَجِبُ,Eajibu,,,|aiu|,Ejb,null,null,null,au,passive
899,مَدَدْ,madado,,,|aao|,mdd,null,null,null,au,passive
900,ٱدْخُلُ,{doxulu,,,|dxl|,{ou,null,null,null,au,tidak passive
901,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
902,يُفْتَنُونَ,yufotanuwna,,ونَ,|uoa|wna,yft,null,null,null,au,passive
903,تَرَكْنَا,tarakonaA,تَ,نَا,ta|null|naA,null,null,null,null,au,tidak passive
904,نَبَذْ,naba*o,,,|aao|,nb*,null,null,null,au,passive
905,فَرَشْ,fara$o,,,|aao|,fr$,null,null,null,au,passive
906,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
907,تَنفَعُ,tanfaEu,تَ,,ta|null|,null,null,null,null,au,tidak passive
908,ٱصْبِرُ,{Sobiru,,,|Sbr|,{oi,null,null,null,au,tidak passive
909,ٱشْرَبُوا@,{$orabuwA@,,وا@,|$rb|wA@,{oa,null,null,null,au,tidak passive
910,يُصْعَقُونَ,yuSoEaquwna,,ونَ,|uoa|wna,ySE,null,null,null,au,passive
911,يُنصَرُونَ,yunSaruwna,,ونَ,|uSr|wna,yna,null,null,null,au,passive
912,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
913,ٱسْجُدُوا@,{sojuduwA@,,وا@,|sjd|wA@,{ou,null,null,null,au,tidak passive
914,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
915,فَتَحْ,fataHo,,,|aao|,ftH,null,null,null,au,passive
916,حَمَلْ,Hamalo,,,|aao|,Hml,null,null,null,au,passive
